Contest,Candidate Issue,Party,Precinct Name,Total Votes,% of Total Votes
Amendment 3,Yes,NON,Precinct 70,1325,65.37
Amendment 3,Yes,NON,Precinct 71,904,68.85
Amendment 3,Yes,NON,Precinct 72,388,56.07
Amendment 3,Yes,NON,Precinct 73,2021,66.55
Amendment 3,Yes,NON,Precinct 74,2573,59.40
Amendment 3,Yes,NON,Precinct 75,1933,68.45
Amendment 3,Yes,NON,Precinct 77,1024,73.72
Amendment 3,Yes,NON,Precinct 80,537,66.87
Amendment 3,Yes,NON,Precinct 82,485,77.72
Amendment 3,Yes,NON,Precinct 83,1139,68.53
Amendment 3,Yes,NON,Precinct 86,1415,65.66
Amendment 3,Yes,NON,Precinct 88,924,66.62
Amendment 3,Yes,NON,Precinct 90,706,68.61
Amendment 3,Yes,NON,Precinct 91,2829,66.27
Amendment 3,Yes,NON,Precinct 94,1181,51.24
Amendment 3,Yes,NON,Precinct 95,1030,62.58
Amendment 3,Yes,NON,Precinct 97,755,53.51
Amendment 3,Yes,NON,Precinct 98,1601,66.10
Amendment 3,Yes,NON,Precinct 99,772,69.11
Amendment 3,Yes,NON,Precinct 101,1165,67.50
Amendment 3,Yes,NON,Precinct 102,1213,63.24
Amendment 3,Yes,NON,Precinct 103,1134,72.88
Amendment 3,Yes,NON,Precinct 104,1083,73.47
Amendment 3,Yes,NON,Precinct 105,2325,62.87
Amendment 3,Yes,NON,Precinct 106,1005,66.12
Amendment 3,Yes,NON,Precinct 107,2002,61.94
Amendment 3,Yes,NON,Precinct 108,1805,64.37
Amendment 3,Yes,NON,Precinct 110,675,51.53
Amendment 3,Yes,NON,Precinct 111,1458,58.96
Amendment 3,Yes,NON,Precinct 112,3086,62.01
Amendment 3,Yes,NON,Precinct 113,635,63.69
Amendment 3,Yes,NON,Precinct 114,1379,60.83
Amendment 3,No,NON,Precinct 1,1146,32.17
Amendment 3,No,NON,Precinct 3,827,31.88
Amendment 3,No,NON,Precinct 5,978,41.62
Amendment 3,No,NON,Precinct 6,460,35.66
Amendment 3,No,NON,Precinct 7,2026,41.81
Amendment 3,No,NON,Precinct 11,367,42.77
Amendment 3,No,NON,Precinct 14,426,29.79
Amendment 3,No,NON,Precinct 15,644,38.22
Amendment 3,No,NON,Precinct 18,215,49.43
Amendment 3,No,NON,Precinct 19,1300,40.63
Amendment 3,No,NON,Precinct 21,793,35.09
Amendment 3,No,NON,Precinct 22,187,25.41
Amendment 3,No,NON,Precinct 23,245,40.43
Amendment 3,No,NON,Precinct 24,975,36.25
Amendment 3,No,NON,Precinct 25,414,42.24
Amendment 3,No,NON,Precinct 26,1571,34.49
Amendment 3,No,NON,Precinct 28,491,28.15
Amendment 3,No,NON,Precinct 29,481,35.06
Amendment 3,No,NON,Precinct 30,908,45.29
Amendment 3,No,NON,Precinct 31,546,37.30
Amendment 3,No,NON,Precinct 32,181,39.52
Amendment 3,No,NON,Precinct 33,439,46.36
Amendment 3,No,NON,Precinct 34,425,25.66
Amendment 3,No,NON,Precinct 35,707,40.56
Amendment 3,No,NON,Precinct 36,966,39.82
Amendment 3,No,NON,Precinct 38,1309,43.05
Amendment 3,No,NON,Precinct 40,649,47.03
Amendment 3,No,NON,Precinct 41,755,40.79
Amendment 3,No,NON,Precinct 42,1071,46.32
Amendment 3,No,NON,Precinct 43,1812,41.02
Amendment 3,No,NON,Precinct 46,975,47.01
Amendment 3,No,NON,Precinct 47,204,22.17
Amendment 3,No,NON,Precinct 48,277,27.00
Amendment 3,No,NON,Precinct 49,399,31.64
Amendment 3,No,NON,Precinct 50,202,41.91
Amendment 3,No,NON,Precinct 51,876,34.64
Amendment 3,No,NON,Precinct 54,560,33.51
Amendment 3,No,NON,Precinct 55,539,32.16
Amendment 3,No,NON,Precinct 56,482,32.15
Amendment 3,No,NON,Precinct 58,445,51.99
Amendment 3,No,NON,Precinct 60,157,24.53
Amendment 3,No,NON,Precinct 61,595,29.63
Amendment 3,No,NON,Precinct 62,736,31.53
Amendment 3,No,NON,Precinct 63,198,27.93
Amendment 3,No,NON,Precinct 64,789,37.82
Amendment 3,No,NON,Precinct 67,1682,37.14
Amendment 3,No,NON,Precinct 68,585,33.89
Amendment 3,No,NON,Precinct 69,1115,31.59
Amendment 3,No,NON,Precinct 70,702,34.63
Amendment 3,No,NON,Precinct 71,409,31.15
Amendment 3,No,NON,Precinct 72,304,43.93
Amendment 3,No,NON,Precinct 73,1016,33.45
Amendment 3,No,NON,Precinct 74,1759,40.60
Amendment 3,No,NON,Precinct 75,891,31.55
Amendment 3,No,NON,Precinct 77,365,26.28
Amendment 3,No,NON,Precinct 80,266,33.13
Amendment 3,No,NON,Precinct 82,139,22.28
Amendment 3,No,NON,Precinct 83,523,31.47
Amendment 3,No,NON,Precinct 86,740,34.34
Amendment 3,No,NON,Precinct 88,463,33.38
Amendment 3,No,NON,Precinct 90,323,31.39
Amendment 3,No,NON,Precinct 91,1440,33.73
Amendment 3,No,NON,Precinct 94,1124,48.76
Amendment 3,No,NON,Precinct 95,616,37.42
Amendment 3,No,NON,Precinct 97,656,46.49
Amendment 3,No,NON,Precinct 98,821,33.90
Amendment 3,No,NON,Precinct 99,345,30.89
Amendment 3,No,NON,Precinct 101,561,32.50
Amendment 3,No,NON,Precinct 102,705,36.76
Amendment 3,No,NON,Precinct 103,422,27.12
Amendment 3,No,NON,Precinct 104,391,26.53
Amendment 3,No,NON,Precinct 105,1373,37.13
Amendment 3,No,NON,Precinct 106,515,33.88
Amendment 3,No,NON,Precinct 107,1230,38.06
Amendment 3,No,NON,Precinct 108,999,35.63
Amendment 3,No,NON,Precinct 110,635,48.47
Amendment 3,No,NON,Precinct 111,1015,41.04
Amendment 3,No,NON,Precinct 112,1891,37.99
Amendment 3,No,NON,Precinct 113,362,36.31
Amendment 3,No,NON,Precinct 114,888,39.17
Amendment 4,Yes,NON,Precinct 1,1870,51.59
Amendment 4,Yes,NON,Precinct 3,1502,57.31
Amendment 4,Yes,NON,Precinct 5,1304,54.84
Amendment 4,Yes,NON,Precinct 6,756,56.25
Amendment 4,Yes,NON,Precinct 7,2548,52.07
Amendment 4,Yes,NON,Precinct 11,546,61.83
Amendment 4,Yes,NON,Precinct 14,828,56.75
Amendment 4,Yes,NON,Precinct 15,714,42.17
Amendment 4,Yes,NON,Precinct 18,246,55.91
Amendment 4,Yes,NON,Precinct 19,1915,58.78
Amendment 4,Yes,NON,Precinct 21,1348,58.48
Amendment 4,Yes,NON,Precinct 22,481,64.05
Amendment 4,Yes,NON,Precinct 23,378,61.46
Amendment 4,Yes,NON,Precinct 24,1417,51.85
Amendment 4,Yes,NON,Precinct 25,465,46.09
Amendment 4,Yes,NON,Precinct 26,2554,55.43
Amendment 4,Yes,NON,Precinct 28,1098,62.17
Amendment 4,Yes,NON,Precinct 29,601,44.19
Amendment 4,Yes,NON,Precinct 30,876,43.65
Amendment 4,Yes,NON,Precinct 31,687,46.58
Amendment 4,Yes,NON,Precinct 32,214,47.03
Amendment 4,Yes,NON,Precinct 33,545,57.79
Amendment 4,Yes,NON,Precinct 34,1063,63.31
Amendment 4,Yes,NON,Precinct 35,777,44.48
Amendment 4,Yes,NON,Precinct 36,1446,58.07
Amendment 4,Yes,NON,Precinct 38,1580,51.58
Amendment 4,Yes,NON,Precinct 40,589,42.71
Amendment 4,Yes,NON,Precinct 41,761,40.96
Amendment 4,Yes,NON,Precinct 42,1006,43.61
Amendment 4,Yes,NON,Precinct 43,2329,52.17
Amendment 4,Yes,NON,Precinct 46,857,41.26
Amendment 4,Yes,NON,Precinct 47,610,65.31
Amendment 4,Yes,NON,Precinct 48,638,60.82
Amendment 4,Yes,NON,Precinct 49,706,55.33
Amendment 4,Yes,NON,Precinct 50,211,43.60
Amendment 4,Yes,NON,Precinct 51,1319,52.11
Amendment 4,Yes,NON,Precinct 54,955,56.71
Amendment 4,Yes,NON,Precinct 55,972,56.68
Amendment 4,Yes,NON,Precinct 56,771,51.64
Amendment 4,Yes,NON,Precinct 58,394,45.71
Amendment 4,Yes,NON,Precinct 60,410,62.12
Amendment 4,Yes,NON,Precinct 61,1153,56.77
Amendment 4,Yes,NON,Precinct 62,1343,56.36
Amendment 4,Yes,NON,Precinct 63,440,61.54
Amendment 4,Yes,NON,Precinct 64,1122,53.13
Amendment 4,Yes,NON,Precinct 67,2318,50.27
Amendment 4,Yes,NON,Precinct 68,945,54.09
Amendment 4,Yes,NON,Precinct 69,2009,56.98
Amendment 4,Yes,NON,Precinct 70,1159,56.34
Amendment 4,Yes,NON,Precinct 71,701,52.39
Amendment 4,Yes,NON,Precinct 72,308,43.63
Amendment 4,Yes,NON,Precinct 73,1646,53.30
Amendment 4,Yes,NON,Precinct 74,2374,54.02
Amendment 4,Yes,NON,Precinct 75,1655,57.55
Amendment 4,Yes,NON,Precinct 77,845,60.10
Amendment 4,Yes,NON,Precinct 80,451,55.82
Amendment 4,Yes,NON,Precinct 82,404,64.23
Amendment 4,Yes,NON,Precinct 83,1009,59.39
Amendment 4,Yes,NON,Precinct 86,1233,56.38
Amendment 4,Yes,NON,Precinct 88,736,52.38
Amendment 4,Yes,NON,Precinct 90,549,53.82
Amendment 4,Yes,NON,Precinct 91,2169,50.39
Amendment 4,Yes,NON,Precinct 94,1027,44.52
Amendment 4,Yes,NON,Precinct 95,848,51.33
Amendment 4,Yes,NON,Precinct 97,608,43.00
Amendment 4,Yes,NON,Precinct 98,1221,49.96
Amendment 4,Yes,NON,Precinct 99,660,58.00
Amendment 4,Yes,NON,Precinct 101,986,57.13
Amendment 4,Yes,NON,Precinct 102,1105,56.52
Amendment 4,Yes,NON,Precinct 103,985,62.38
Amendment 4,Yes,NON,Precinct 104,921,60.75
Amendment 4,Yes,NON,Precinct 105,1852,49.23
Amendment 4,Yes,NON,Precinct 106,810,52.36
Amendment 4,Yes,NON,Precinct 107,1530,47.71
Amendment 4,Yes,NON,Precinct 108,1398,50.09
Amendment 4,Yes,NON,Precinct 110,900,68.44
Amendment 4,Yes,NON,Precinct 111,1225,49.44
Amendment 4,Yes,NON,Precinct 112,2730,53.71
Amendment 4,Yes,NON,Precinct 113,587,58.99
Amendment 4,Yes,NON,Precinct 114,1202,53.02
Amendment 4,No,NON,Precinct 1,1755,48.41
Amendment 4,No,NON,Precinct 3,1119,42.69
Amendment 4,No,NON,Precinct 5,1074,45.16
Amendment 4,No,NON,Precinct 6,588,43.75
Amendment 4,No,NON,Precinct 7,2345,47.93
Amendment 4,No,NON,Precinct 11,337,38.17
Amendment 4,No,NON,Precinct 14,631,43.25
Amendment 4,No,NON,Precinct 15,979,57.83
Amendment 4,No,NON,Precinct 18,194,44.09
Amendment 4,No,NON,Precinct 19,1343,41.22
Amendment 4,No,NON,Precinct 21,957,41.52
Amendment 4,No,NON,Precinct 22,270,35.95
Amendment 4,No,NON,Precinct 23,237,38.54
Amendment 4,No,NON,Precinct 24,1316,48.15
Amendment 4,No,NON,Precinct 25,544,53.91
Amendment 4,No,NON,Precinct 26,2054,44.57
Amendment 4,No,NON,Precinct 28,668,37.83
Amendment 4,No,NON,Precinct 29,759,55.81
Amendment 4,No,NON,Precinct 30,1131,56.35
Amendment 4,No,NON,Precinct 31,788,53.42
Amendment 4,No,NON,Precinct 32,241,52.97
Amendment 4,No,NON,Precinct 33,398,42.21
Amendment 4,No,NON,Precinct 34,616,36.69
Amendment 4,No,NON,Precinct 35,970,55.52
Amendment 4,No,NON,Precinct 36,1044,41.93
Amendment 4,No,NON,Precinct 38,1483,48.42
Amendment 4,No,NON,Precinct 40,790,57.29
Amendment 4,No,NON,Precinct 41,1097,59.04
Amendment 4,No,NON,Precinct 42,1301,56.39
Amendment 4,No,NON,Precinct 43,2135,47.83
Amendment 4,No,NON,Precinct 46,1220,58.74
Amendment 4,No,NON,Precinct 47,324,34.69
Amendment 4,No,NON,Precinct 48,411,39.18
Amendment 4,No,NON,Precinct 49,570,44.67
Amendment 4,No,NON,Precinct 50,273,56.40
Amendment 4,No,NON,Precinct 51,1212,47.89
Amendment 4,No,NON,Precinct 54,729,43.29
Amendment 4,No,NON,Precinct 55,743,43.32
Amendment 4,No,NON,Precinct 56,722,48.36
Amendment 4,No,NON,Precinct 58,468,54.29
Amendment 4,No,NON,Precinct 60,250,37.88
Amendment 4,No,NON,Precinct 61,878,43.23
Amendment 4,No,NON,Precinct 62,1040,43.64
Amendment 4,No,NON,Precinct 63,275,38.46
Amendment 4,No,NON,Precinct 64,990,46.88
Amendment 4,No,NON,Precinct 67,2293,49.73
Amendment 4,No,NON,Precinct 68,802,45.91
Amendment 4,No,NON,Precinct 69,1517,43.02
Amendment 4,No,NON,Precinct 70,898,43.66
Amendment 4,No,NON,Precinct 71,637,47.61
Amendment 4,No,NON,Precinct 72,398,56.37
Amendment 4,No,NON,Precinct 73,1442,46.70
Amendment 4,No,NON,Precinct 74,2021,45.98
Amendment 4,No,NON,Precinct 75,1221,42.45
Amendment 4,No,NON,Precinct 77,561,39.90
Amendment 4,No,NON,Precinct 80,357,44.18
Amendment 4,No,NON,Precinct 82,225,35.77
Amendment 4,No,NON,Precinct 83,690,40.61
Amendment 4,No,NON,Precinct 86,954,43.62
Amendment 4,No,NON,Precinct 88,669,47.62
Amendment 4,No,NON,Precinct 90,471,46.18
Amendment 4,No,NON,Precinct 91,2135,49.61
Amendment 4,No,NON,Precinct 94,1280,55.48
Amendment 4,No,NON,Precinct 95,804,48.67
Amendment 4,No,NON,Precinct 97,806,57.00
Amendment 4,No,NON,Precinct 98,1223,50.04
Amendment 4,No,NON,Precinct 99,478,42.00
Amendment 4,No,NON,Precinct 101,740,42.87
Amendment 4,No,NON,Precinct 102,850,43.48
Amendment 4,No,NON,Precinct 103,594,37.62
Amendment 4,No,NON,Precinct 104,595,39.25
Amendment 4,No,NON,Precinct 105,1910,50.77
Amendment 4,No,NON,Precinct 106,737,47.64
Amendment 4,No,NON,Precinct 107,1677,52.29
Amendment 4,No,NON,Precinct 108,1393,49.91
Amendment 4,No,NON,Precinct 110,415,31.56
Amendment 4,No,NON,Precinct 111,1253,50.56
Amendment 4,No,NON,Precinct 112,2353,46.29
Amendment 4,No,NON,Precinct 113,408,41.01
Amendment 4,No,NON,Precinct 114,1065,46.98
Amendment 5,Yes,NON,Precinct 1,2727,77.32
Amendment 5,Yes,NON,Precinct 3,1926,75.20
Amendment 5,Yes,NON,Precinct 5,1688,73.49
Amendment 5,Yes,NON,Precinct 6,943,71.44
Amendment 5,Yes,NON,Precinct 7,3555,74.43
Amendment 5,Yes,NON,Precinct 11,621,72.89
Amendment 5,Yes,NON,Precinct 14,1008,71.04
Amendment 5,Yes,NON,Precinct 15,1280,77.91
Amendment 5,Yes,NON,Precinct 18,289,65.83
Amendment 5,Yes,NON,Precinct 19,2289,71.94
Amendment 5,Yes,NON,Precinct 21,1638,72.10
Amendment 5,Yes,NON,Precinct 22,524,70.62
Amendment 5,Yes,NON,Precinct 23,406,67.33
Amendment 5,Yes,NON,Precinct 24,1931,72.98
Amendment 5,Yes,NON,Precinct 25,615,63.93
Amendment 5,Yes,NON,Precinct 26,3336,74.40
Amendment 5,Yes,NON,Precinct 28,1258,72.34
Amendment 5,Yes,NON,Precinct 29,930,70.14
Amendment 5,Yes,NON,Precinct 30,1403,71.51
Amendment 5,Yes,NON,Precinct 31,1031,71.55
Amendment 5,Yes,NON,Precinct 32,309,68.67
Amendment 5,Yes,NON,Precinct 33,636,69.51
Amendment 5,Yes,NON,Precinct 34,1256,75.75
Amendment 5,Yes,NON,Precinct 35,1172,69.80
Amendment 5,Yes,NON,Precinct 36,1756,72.47
Amendment 5,Yes,NON,Precinct 38,2253,75.23
Amendment 5,Yes,NON,Precinct 40,988,72.70
Amendment 5,Yes,NON,Precinct 41,1322,72.88
Amendment 5,Yes,NON,Precinct 42,1591,70.52
Amendment 5,Yes,NON,Precinct 43,3281,75.10
Amendment 5,Yes,NON,Precinct 46,1419,70.07
Amendment 5,Yes,NON,Precinct 47,651,71.46
Amendment 5,Yes,NON,Precinct 48,773,74.98
Amendment 5,Yes,NON,Precinct 49,876,71.05
Amendment 5,Yes,NON,Precinct 50,326,69.36
Amendment 5,Yes,NON,Precinct 51,1877,75.93
Amendment 5,Yes,NON,Precinct 54,1242,75.18
Amendment 5,Yes,NON,Precinct 55,1283,76.23
Amendment 5,Yes,NON,Precinct 56,1047,72.36
Amendment 5,Yes,NON,Precinct 58,587,70.47
Amendment 5,Yes,NON,Precinct 60,490,74.24
Amendment 5,Yes,NON,Precinct 61,1493,75.44
Amendment 5,Yes,NON,Precinct 62,1755,75.97
Amendment 5,Yes,NON,Precinct 63,481,68.13
Amendment 5,Yes,NON,Precinct 64,1498,72.79
Amendment 5,Yes,NON,Precinct 67,3463,76.50
Amendment 5,Yes,NON,Precinct 68,1251,73.98
Amendment 5,Yes,NON,Precinct 69,2595,75.48
Amendment 5,Yes,NON,Precinct 70,1478,73.53
Amendment 5,Yes,NON,Precinct 71,987,75.46
Amendment 5,Yes,NON,Precinct 72,467,67.49
Amendment 5,Yes,NON,Precinct 73,2327,76.93
Amendment 5,Yes,NON,Precinct 74,3132,72.99
Amendment 5,Yes,NON,Precinct 75,2119,75.25
Amendment 5,Yes,NON,Precinct 77,983,72.39
Amendment 5,Yes,NON,Precinct 80,559,71.21
Amendment 5,Yes,NON,Precinct 82,460,74.55
Amendment 5,Yes,NON,Precinct 83,1220,73.94
Amendment 5,Yes,NON,Precinct 86,1604,74.74
Amendment 5,Yes,NON,Precinct 88,1014,75.28
Amendment 5,Yes,NON,Precinct 90,728,72.44
Amendment 5,Yes,NON,Precinct 91,3141,74.41
Amendment 5,Yes,NON,Precinct 94,1705,75.44
Amendment 5,Yes,NON,Precinct 95,1249,76.96
Amendment 5,Yes,NON,Precinct 97,984,71.72
Amendment 5,Yes,NON,Precinct 98,1652,70.06
Amendment 5,Yes,NON,Precinct 99,847,76.10
Amendment 5,Yes,NON,Precinct 101,1240,73.85
Amendment 5,Yes,NON,Precinct 102,1429,74.58
Amendment 5,Yes,NON,Precinct 103,1142,74.20
Amendment 5,Yes,NON,Precinct 104,1087,72.47
Amendment 5,Yes,NON,Precinct 105,2736,75.21
Amendment 5,Yes,NON,Precinct 106,1119,74.30
Amendment 5,Yes,NON,Precinct 107,2263,72.32
Amendment 5,Yes,NON,Precinct 108,2047,74.65
Amendment 5,Yes,NON,Precinct 110,964,76.87
Amendment 5,Yes,NON,Precinct 111,1751,72.21
Amendment 5,Yes,NON,Precinct 112,3668,73.60
Amendment 5,Yes,NON,Precinct 113,689,71.55
Amendment 5,Yes,NON,Precinct 114,1653,74.29
Amendment 5,No,NON,Precinct 1,800,22.68
Amendment 5,No,NON,Precinct 3,635,24.80
Amendment 5,No,NON,Precinct 5,609,26.51
Amendment 5,No,NON,Precinct 6,377,28.56
Amendment 5,No,NON,Precinct 7,1221,25.57
Amendment 5,No,NON,Precinct 11,231,27.11
Amendment 5,No,NON,Precinct 14,411,28.96
Amendment 5,No,NON,Precinct 15,363,22.09
Amendment 5,No,NON,Precinct 18,150,34.17
Amendment 5,No,NON,Precinct 19,893,28.06
Amendment 5,No,NON,Precinct 21,634,27.90
Amendment 5,No,NON,Precinct 22,218,29.38
Amendment 5,No,NON,Precinct 23,197,32.67
Amendment 5,No,NON,Precinct 24,715,27.02
Amendment 5,No,NON,Precinct 25,347,36.07
Amendment 5,No,NON,Precinct 26,1148,25.60
Amendment 5,No,NON,Precinct 28,481,27.66
Amendment 5,No,NON,Precinct 29,396,29.86
Amendment 5,No,NON,Precinct 30,559,28.49
Amendment 5,No,NON,Precinct 31,410,28.45
Amendment 5,No,NON,Precinct 32,141,31.33
Amendment 5,No,NON,Precinct 33,279,30.49
Amendment 5,No,NON,Precinct 34,402,24.25
Amendment 5,No,NON,Precinct 35,507,30.20
Amendment 5,No,NON,Precinct 36,667,27.53
Amendment 5,No,NON,Precinct 38,742,24.77
Amendment 5,No,NON,Precinct 40,371,27.30
Amendment 5,No,NON,Precinct 41,492,27.12
Amendment 5,No,NON,Precinct 42,665,29.48
Amendment 5,No,NON,Precinct 43,1088,24.90
Amendment 5,No,NON,Precinct 46,606,29.93
Amendment 5,No,NON,Precinct 47,260,28.54
Amendment 5,No,NON,Precinct 48,258,25.02
Amendment 5,No,NON,Precinct 49,357,28.95
Amendment 5,No,NON,Precinct 50,144,30.64
Amendment 5,No,NON,Precinct 51,595,24.07
Amendment 5,No,NON,Precinct 54,410,24.82
Amendment 5,No,NON,Precinct 55,400,23.77
Amendment 5,No,NON,Precinct 56,400,27.64
Amendment 5,No,NON,Precinct 58,246,29.53
Amendment 5,No,NON,Precinct 60,170,25.76
Amendment 5,No,NON,Precinct 61,486,24.56
Amendment 5,No,NON,Precinct 62,555,24.03
Amendment 5,No,NON,Precinct 63,225,31.87
Amendment 5,No,NON,Precinct 64,560,27.21
Amendment 5,No,NON,Precinct 67,1064,23.50
Amendment 5,No,NON,Precinct 68,440,26.02
Amendment 5,No,NON,Precinct 69,843,24.52
Amendment 5,No,NON,Precinct 70,532,26.47
Amendment 5,No,NON,Precinct 71,321,24.54
Amendment 5,No,NON,Precinct 72,225,32.51
Amendment 5,No,NON,Precinct 73,698,23.07
Amendment 5,No,NON,Precinct 74,1159,27.01
Amendment 5,No,NON,Precinct 75,697,24.75
Amendment 5,No,NON,Precinct 77,375,27.61
Amendment 5,No,NON,Precinct 80,226,28.79
Amendment 5,No,NON,Precinct 82,157,25.45
Amendment 5,No,NON,Precinct 83,430,26.06
Amendment 5,No,NON,Precinct 86,542,25.26
Amendment 5,No,NON,Precinct 88,333,24.72
Amendment 5,No,NON,Precinct 90,277,27.56
Amendment 5,No,NON,Precinct 91,1080,25.59
Amendment 5,No,NON,Precinct 94,555,24.56
Amendment 5,No,NON,Precinct 95,374,23.04
Amendment 5,No,NON,Precinct 97,388,28.28
Amendment 5,No,NON,Precinct 98,706,29.94
Amendment 5,No,NON,Precinct 99,266,23.90
Amendment 5,No,NON,Precinct 101,439,26.15
Amendment 5,No,NON,Precinct 102,487,25.42
Amendment 5,No,NON,Precinct 103,397,25.80
Amendment 5,No,NON,Precinct 104,413,27.53
Amendment 5,No,NON,Precinct 105,902,24.79
Amendment 5,No,NON,Precinct 106,387,25.70
Amendment 5,No,NON,Precinct 107,866,27.68
Amendment 5,No,NON,Precinct 108,695,25.35
Amendment 5,No,NON,Precinct 110,290,23.13
Amendment 5,No,NON,Precinct 111,674,27.79
Amendment 5,No,NON,Precinct 112,1316,26.40
Amendment 5,No,NON,Precinct 113,274,28.45
Amendment 5,No,NON,Precinct 114,572,25.71
Amendment 6,Yes,NON,Precinct 1,3369,92.68
Amendment 6,Yes,NON,Precinct 3,2365,89.92
Amendment 6,Yes,NON,Precinct 5,2158,90.37
Amendment 6,Yes,NON,Precinct 6,1220,90.57
Amendment 6,Yes,NON,Precinct 7,4426,90.23
Amendment 6,Yes,NON,Precinct 11,787,89.03
Amendment 6,Yes,NON,Precinct 14,1239,85.15
Amendment 6,Yes,NON,Precinct 15,1626,94.43
Amendment 6,Yes,NON,Precinct 18,386,87.73
Amendment 6,Yes,NON,Precinct 19,2950,90.10
Amendment 6,Yes,NON,Precinct 21,2082,89.47
Amendment 6,Yes,NON,Precinct 22,658,87.50
Amendment 6,Yes,NON,Precinct 23,542,87.14
Amendment 6,Yes,NON,Precinct 24,2400,87.94
Amendment 6,Yes,NON,Precinct 25,820,80.63
Amendment 6,Yes,NON,Precinct 26,4148,90.33
Amendment 6,Yes,NON,Precinct 28,1543,87.27
Amendment 6,Yes,NON,Precinct 29,1162,85.07
Amendment 6,Yes,NON,Precinct 30,1726,85.45
Amendment 6,Yes,NON,Precinct 31,1255,85.08
Amendment 6,Yes,NON,Precinct 32,395,87.39
Amendment 6,Yes,NON,Precinct 33,856,90.49
Amendment 6,Yes,NON,Precinct 34,1480,87.94
Amendment 6,Yes,NON,Precinct 35,1499,85.56
Amendment 6,Yes,NON,Precinct 36,2205,88.13
Amendment 6,Yes,NON,Precinct 38,2744,89.32
Amendment 6,Yes,NON,Precinct 40,1156,83.89
Amendment 6,Yes,NON,Precinct 41,1628,86.97
Amendment 6,Yes,NON,Precinct 42,1958,84.51
Amendment 6,Yes,NON,Precinct 43,4008,90.01
Amendment 6,Yes,NON,Precinct 46,1743,83.20
Amendment 6,Yes,NON,Precinct 47,826,88.44
Amendment 6,Yes,NON,Precinct 48,929,88.56
Amendment 6,Yes,NON,Precinct 49,1122,88.42
Amendment 6,Yes,NON,Precinct 50,407,83.40
Amendment 6,Yes,NON,Precinct 51,2279,89.30
Amendment 6,Yes,NON,Precinct 54,1509,89.77
Amendment 6,Yes,NON,Precinct 55,1555,91.15
Amendment 6,Yes,NON,Precinct 56,1308,87.49
Amendment 6,Yes,NON,Precinct 58,719,83.51
Amendment 6,Yes,NON,Precinct 60,589,87.91
Amendment 6,Yes,NON,Precinct 61,1859,91.71
Amendment 6,Yes,NON,Precinct 62,2152,90.69
